website_employerid,website_jobid,employer_name,job_url,applications,job_title,job_description,location,latitude,longitude,job_type_uuid,city_uuid,currency,country,minimum_salary,maximum_salary,estimated_salary,expiration_date,date_downloaded,job_created_date
,,Regeneron,https://jooble.org/jdp/1063039098160490460,,"Director, Biostatistics - Internal Medicine","&nbsp;...approaches to address those questions, design clinical experiments and interventional studies to generate and analyze the resulting <b>data,</b> and work with teams to appropriately interpret the results and make decisions. The incumbent will work with Strategic Project Teams...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-27T00:00:00.0000000
,,NearForm,https://jooble.org/jdp/4066111972170354758,,Senior Python Developer,"&nbsp;...Assisting with defining structured practices, especially in source code management, building and deployment 
 Designing and implementing <b>data </b>storage solutions 
 Implementing security and data protection 
 Executing meticulous automated tests in line with best practice...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-11T00:00:00.0000000
,,,https://jooble.org/jdp/-8398342915231799558,,Full stack Software Engineer - (Python & React),"&nbsp;...one of our clients small, fast-paced, agile delivery teams; using agile methodology and DevOps techniques to build backend systems, <b>data </b>processing pipelines, and progressive web apps for customers in the UK Government and Defence sector. 
 Responsibilities  Python Full...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-06T00:00:00.0000000
,,CRH International,https://jooble.org/jdp/3704085964253571892,,"Data Centre & Cloud Manager - Birmingham, Budapest, Dublin or Amsterdam","&nbsp;...Burj Khalifa, and the Kennedy Space Centre  . 

 Learn more about us through the following  Link  . 

 Position Overview 
The <b>Data </b>Centre & Cloud Manager is responsible for monitoring and managing the smooth delivery and operations of all vendors and services provided...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-11T18:34:57.2415541+00:00
,,Regeneron,https://jooble.org/jdp/-530200144901227226,,"Director, Program Operations Leader"," This role is a hybrid role on-site 3 days per week and 2 days from home. A fully remote role is not possible.  
  The Director Program Operations Leader (POL) is responsible for leadership and overall strategic management of one or more complex programs in Clinical Trial...",United Kingdom,,,,,,UK,,,,,2025-04-09,2024-11-18T00:00:00.0000000
,, Cornwall Executive Recruitment,https://jooble.org/jdp/-443489456996755424,,Senior Executive Recruiters - African Nations,"Job Information
~Executive Recruiters – African Nations
~Recruitment Managers x 2
~Executive Recruiters x 40

South Africa, Central Africa, Egypt, Nigeria, Tunisia, Ethiopia, Sudan, Ghana, Kenya, Cameroon, Ughanda, Ivory Coast, Zambia, Madagascar, Mauritius, Zambia...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T21:35:42.2510393+00:00
,,London EV Company (LEVC),https://jooble.org/jdp/4066672986048747969,,Sales Operations Manager,"&nbsp;...ensure operational efficiency. 
⚡ Assist in setting realistic and achievable sales targets for the regional team. 
⚡ Analyse market <b>data </b>to identify trends and opportunities, preparing actionable insights. 
⚡ Coordinate and schedule dealership training sessions to...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-18T15:53:33.4812011+00:00
,,Lyra Health,https://jooble.org/jdp/3729054849243266801,,Provider Network Manager,"&nbsp;...for contracted services.
~Coordinate and liaise with our legal and compliance teams to review and keep abreast or any statutory or <b>data </b>protection changes in UK & ROI. Identification of suitable candidates for recruitment
~Research and ensure effective advertisement...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-21T18:33:15.4170000
,,Hydro International,https://jooble.org/jdp/5671517890914515539,,Head of Water Resource Modelling,"&nbsp;...Full Time, Permanent, Remote position 

 Hydro International – <b>Data </b>Insights & Analysis Ltd (formerly Hydro-Logic Services), a CRH...&nbsp;&nbsp;...projects: 

 Degree in relevant subject (e.g., Environmental <b>Science,</b> Geography, Engineering, Statistics), and with an MSc (or equivalent...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-18T00:00:00.0000000
,,Regeneron,https://jooble.org/jdp/-6514282198512907439,,"Director, Program Operations Leader, Early Clinical Trial Development","&nbsp;...technical knowledge to solve highly complex issues 
 An understanding of relevant industry trends 
 Strong analytical skills with a <b>data </b>driven approach to planning, executing, and problem solving 
 Advanced interpersonal skills via verbal, written and presentation...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2024-11-27T00:00:00.0000000
,,Regeneron,https://jooble.org/jdp/-1534550397422828599,,"Senior Manager, Business Operations Cost Management","&nbsp;...verifying and challenging clinical study resourcing and cost estimates and assumptions at study and program levels 
 Analyze and provide <b>data </b>to enable comparisons of the credibility and overall competitiveness of study assumptions and cost estimates for new study proposals...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2024-11-18T00:00:00.0000000
,,Regeneron,https://jooble.org/jdp/-2924725969167935027,,"Executive Director - Therapeutic Area Operations Leader- Obesity, Muscle, Metabolism"," This is a hybrid position on-site 3 days per week and 2 days from home. This role can be based in Armonk, NY, Basking Ridge, NJ, Uxbridge, UK or Dublin, Ireland. A fully remote role is not possible for this position.  
  The Executive Director Therapeutic Area (TA) Operations...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-07T00:00:00.0000000
,,"NTT DATA, Inc.",https://jooble.org/jdp/-2187282233221640280,,Business Consulting - Data Architect,"&nbsp;...Req ID: 319309

 Competitive salary | UK: Remote 

 At NTT <b>DATA,</b> we know that with the right people on board, anything is possible...&nbsp;&nbsp;...and Skills: Data Architect 
 A bachelor's degree in computer <b>science,</b> information technology, or a closely related discipline is usually...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-04T18:55:58.3170000
,,London EV Company (LEVC),https://jooble.org/jdp/3274773064185047982,,Aftersales Director," Aftersales Director  Milton Keynes 

 Who Are We?
 LEVC (London Electric Vehicle Company) has been a leader in sustainable mobility, renowned for our innovative electric TX taxi. Expanding on this legacy, we’ve launched LEVC Mtech, a sister company focused on revolutionising...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-28T00:00:00.0000000
,,,https://jooble.org/jdp/-1861006254679327872,,"Director, Capital Projects"," Job Title: Director, Capital Projects 
 Work Place Flexibility:  Onsite 
 Legal Entity: Entergy Services, LLC 
 This posting is for a potential future opening(s) with Entergy. This posting is to build a candidate pool, should the opening(s) become available. 
 Job ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-06T07:32:18.1204510+00:00
,,Regeneron,https://jooble.org/jdp/7749248599189128434,,"Director, Global Patient Safety Sciences - Oncology","&nbsp;...Patient Safety for assigned compounds on cross-functional teams, including Regeneron’s Safety Oversight Committee (RSOC), Independent <b>Data </b>Monitoring Committees (IDMC), Strategic Program Team (SPT) and other teams with members external to Regeneron (alliance partners,...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-24T12:12:29.6053135+00:00
,,IGT,https://jooble.org/jdp/-56305645406356850,,Operational Account Manager (iGaming)," Overview 

 The Operational Account Manager is responsible for developing and maintaining key customer relationships, ensuring the customer is highly satisfied with PlayDigital IGT products and services and that all revenue generation opportunities are maximized.  They...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-24T07:34:26.1000000
,,Tarmac,https://jooble.org/jdp/4921774662619634826,,Cement Plant Manager - Dunbar,"&nbsp;...s physical assets, including quarry reserves. 

 Qualifications & Experience 
 Education: 
 Bachelor’s degree in Engineering, <b>Sciences,</b> or Business. 
 Strong understanding of engineering and business principles. 

 Experience: 
 Proven senior management experience...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-03T18:04:39.7609211+00:00
,,Teva Pharmaceutical Industries Ltd.,https://jooble.org/jdp/2727933161079617291,,Customer Account Executive,"&nbsp;...cross-functionally to achieve common goals. 
 Advanced knowledge of Excel, with the ability to leverage its full functionality for <b>data </b>analysis and reporting. 

 Are you...?
 Skilled in providing bespoke customer insights and intelligence to drive informed decision...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-13T22:25:21.7100000
,,CRH International,https://jooble.org/jdp/494733171440336586,,"Workplace & End User Experience Manager - Birmingham, Budapest, Dublin or Amsterdam","

 Country:  United Kingdom 
 City:  Birmingham, United Kingdom ; Budapest, Hungary 
 Req ID: 505425

 About CRH 
 We are CRH, and we are committed to contributing to a more resilient and sustainable built environment. We understand the wider impact our businesses...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-17T18:46:47.0430729+00:00
,,Regeneron,https://jooble.org/jdp/-6079072990998627512,,"Manager, Global Procurement - Global Development","&nbsp;...structure, manages teams of professional level employees responsible for performing category management tasks (if applicable.)
 Uses <b>data </b>to drive decision-making for successful category study projects.  
  This role may be for you if: 
 You have demonstrated...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2024-12-03T00:00:00.0000000
,,,https://jooble.org/jdp/6954999189108217772,,"Sr Manager, Construction Management"," Work Place Flexibility:  Onsite 
 Legal Entity: Entergy Services, LLC 
 JOB SUMMARY/PURPOSE: 
 Leads the state project construction function for the Project Delivery business unit with focus on transmission and distribution. Incumbent is a Bonafede leader of people ...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T10:49:06.4520804+00:00
,,Stericycle,https://jooble.org/jdp/-3704302540848531726,,Manager ISO Programs Europe," About Us: 
 Stericycle is now part of WM!!! To learn more about WM's acquisition of Stericycle, to read the press release!
 Stericycle is a U.S. based business-to-business services company and leading provider of compliance-based solutions that protects people and brands...",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,Regeneron,https://jooble.org/jdp/8422331297972363711,,"Manager, Clinical Data Management","&nbsp;...We are looking for a Clinical <b>Data </b>Manager who will serve as the DM study lead and point of contact for clinical study teams and...&nbsp;&nbsp;...for this role, you must have a Bachelor degree in Mathematics, <b>Science </b>or a related field, minimum of 10 or more years of clinical data...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-02-25T00:00:00.0000000
,,,https://jooble.org/jdp/-6831708696869082744,,CRM Executive,"&nbsp;...Career progression opportunities 
 Hybrid work model 
 Key Responsibilities: 
 Manage and maintain the HubSpot CRM, ensuring <b>data </b>accuracy, integrity, and compliance with GDPR regulations. 
 Develop and implement automated marketing campaigns, email sequences,...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T06:50:58.7573916+00:00
,,FlexIT,https://jooble.org/jdp/4465155214605740622,,Virtual Data Entry Assistant (100% Remote) Urgently hiring,"&nbsp;...Role Description 

 This is a part-time remote <b>Data </b>Entry Assistant role. The Data Entry, Office Assistant will be responsible for organizing and inputting data in our systems, ensuring data accuracy and confidentiality, and updating existing databases. Additionally...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,FlexIT,https://jooble.org/jdp/905919034270033872,,Full-Time Data Entry Clerk-Remote,"&nbsp;...Position Overview: 

 We are looking for a detail-oriented and highly organized <b>Data </b>Entry Clerk to join our remote team. This role involves managing and entering data accurately into systems, ensuring data integrity, and maintaining confidentiality. The ideal candidate...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,FlexIT,https://jooble.org/jdp/-4335312913176990778,,Part-Full-Time Office Assistant/Data Entry Specialist - Remote,"&nbsp;...We are looking for a Office Assistant/<b>Data </b>Entry Specialist to join our team. 
 The Office Assistant/Data Entry Specialist serves as the first point of contact for inquiries via phone and email, and this involves lots of small duties, like typing and taking notes during...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-03-25T00:00:00.0000000
,,Insight,https://jooble.org/jdp/-773673694658610750,,Pricing & Master Data Analyst,"&nbsp;...Job title: Pricing & Master <b>Data </b>Analyst 

 About us: 
 Insight is a Fortune 500-ranked global provider of hardware, software, cloud, and service solutions, providing clients with the guidance and expertise needed to define, architect, implement and manage technology...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-07T09:39:22.4454504+00:00
,,Tesla,https://jooble.org/jdp/5756043997447777326,,Senior AI Engineer,"&nbsp;...Prior experience with LLMs (OpenAI's GPT-4o, o1, and Claude models from Anthropic) or agentic systems 
 Prior experience with <b>data science </b>/ ML / NLP 
 Any Frontend experience 
 Proven expertise in building highly secure, fault-tolerant APIs 
 Experience building...&nbsp;",United Kingdom,,,,,,UK,,,,,2025-04-09,2025-04-01T00:00:00.0000000
